522692223952228353	2	32
500270780832174080	2	8
531206167302012929	1	152
534409916560461825	0	122
727187859367546880	2	43
517416417164263424	1	61
687945926774800385	3	24
489802446001434625	0	13
778625026144792577	2	127
547807913671405568	0	290
516545908813475841	2	22
686493272806576128	3	191
692376812022792196	3	253
524933380929245184	1	55
538218607822770176	1	123
509473920060104704	1	41
705093513076015104	2	162
504243239084236800	1	148
407159686786732032	1	28
690985215691354112	3	193
533734824905670656	2	255
551106923601219585	1	4
510916647373516800	1	52
509478961705807872	1	41
692099058811453440	3	24
687673284436082689	3	155
655812191233417216	2	63
742050150307246080	2	133
533811170889568256	2	255
524930365400821761	1	55
517712193841037312	2	295
727179214546456577	2	43
553960736964476928	0	20
528562608463704064	1	79
495305620342714369	1	137
495365942726381568	0	9
504448356584677377	0	110
500278045597368320	2	8
500286058664579072	2	8
436001434212249600	2	25
532281981795848192	0	10
733242244522725376	2	118
535282587325833216	2	104
489975398151618560	0	13
693122701569974273	3	2
514535408126795776	0	101
500391222075076610	2	8
524586367456919552	1	51
693824042164436992	3	68
651858133304782848	3	247
535257207991205888	2	136
687956181646753792	3	103
504450741126582275	0	110
514395350615203841	1	39
536547921542791170	1	87
761675705956655109	3	108
524991240270807042	1	55
553040930144792576	0	75
522443333831262208	2	32
407253554039386112	1	28
524925600318754816	1	55
711994705333112832	2	260
528607634099015680	1	79
552146635707666433	0	237
534543768653807618	0	172
652349108653551616	2	209
560207034545889281	0	142
755548076438196225	2	159
523820806917603328	1	51
723521076446142465	2	46
714531423273746432	2	1
693605375803813889	3	59
501768276523761666	0	113
766299560415223808	3	24
518827403452637184	1	48
692709993573789701	3	3
524263570985340928	1	51
528341588867416064	0	147
693618217667928068	3	59
693830499047989248	3	141
693822949456007169	3	34
531565935128498176	0	12
661184793342775296	3	231
536835346932441088	1	87
693631772639145984	3	59
687786822475366401	3	155
724603564946010112	2	118
500413818368184321	2	8
523126268603031552	1	51
693795905049329664	3	34
692364468442021889	3	27
514062859987595264	0	129
693136527816331264	3	120
489796998615547904	0	13
532106726539939841	0	12
688281442162352128	3	24
691600834707247104	3	253
740791134146965504	2	146
516358319317852160	2	22
520284654755381249	0	16
693662456393134080	3	226
728631482722308096	2	118
693162950358622208	3	27
693594331735683072	3	2
507242819623587841	1	137
547158281005719552	0	279
531833153145823233	1	152
516411927506206721	2	22
365497016098369536	0	84
528312406498635777	1	79
693408117225299968	3	154
693344498953383936	3	5
693492159635443714	3	153
530943279161155584	1	152
568568737621630977	0	26
514508854990999553	0	101
566089610485579776	1	17
687674548712505346	3	155
693670046497935361	3	34
524178388282802176	0	161
427924694663454720	1	95
536962520477470720	1	87
531526274003771392	2	36
531161914689482752	1	152
520299904934371328	1	196
693239731031683072	3	3
514517213022543872	0	101
691656866972209152	3	15
522654603675176960	2	182
500295393301647360	2	8
518665533089406976	0	134
650952376954650629	2	63
514540926640087040	0	101
365052155385749505	0	84
752965545528528898	2	102
767154835993063425	3	5
534303066867367937	0	122
766638613320859648	3	24
516804849619705859	0	111
489800427152879616	0	13
682548344690970624	3	66
692581635594694658	3	3
687630364936957952	3	151
532239131540467712	0	10
693554007785234432	3	120
724703995147751424	2	118
516361247223058432	2	22
542860306603868160	0	222
692735354240114688	3	227
532259028152246272	0	10
514512849876836352	0	101
525008463819464704	2	49
387041762331471872	0	33
689650617464311813	3	57
515598200796090369	2	61
707786906189303808	2	139
558312304753016832	2	258
387030572779847680	0	33
407233172380733441	1	28
387031585834278912	0	33
553136604882014208	0	75
524976526891417600	1	55
514555852351479808	0	101
509084603617792001	0	121
536915851233202176	2	21
531833233143783424	0	12
319166636902998016	0	98
365276206381268995	0	84
555072815154475008	0	18
690676539323740161	3	24
407185422523977728	1	28
515918632178577408	0	202
764158239089029120	3	2
691889802724118532	3	5
516727880571572225	2	22
690954487322796032	3	2
509464271118688257	1	41
524925124303396864	1	55
536808074431184896	1	87
775672628493357057	2	165
517003426832453633	1	61
514308277803294721	2	296
652300118205427716	2	209
633397936563560449	3	294
531676808836833280	1	152
539115704285270017	0	230
427762638274437120	1	95
531973383198887936	0	10
407182194206322689	1	28
687911282922631168	3	24
529088963420909569	0	220
766316494695305218	3	74
544154048950435840	0	119
525305690257379328	1	55
693125234317086720	3	27
407212665350942720	1	28
521533372280369152	0	268
499679379820412928	1	148
693729678306189313	3	24
524998384357486592	1	55
536804445678755840	1	87
678277910537588737	3	171
693185488644149248	3	53
510286132568150016	0	277
531108688749404160	0	271
525032872647065600	2	14
524944881941495809	1	163
524941041301225472	1	55
692840850141753347	3	103
690670464440504320	3	2
621025025806577664	3	197
766307327922335745	3	24
692357775859564544	3	15
766989078294306816	3	15
531634492528939008	1	152
742114513726623744	2	125
348203818741272576	1	181
513749585391390720	1	180
372489152903643136	0	84
726043971911213057	2	43
336913656921083904	1	239
503498696273965056	2	37
489836271049928704	0	13
500381163866062848	2	8
524965786059026432	1	55
693821069879160832	3	3
538256153080127489	2	123
504419526998360064	0	110
763404633217835009	3	108
757748522481491968	2	243
692082337333534720	3	2
692440373449396224	3	5
547587399728267264	2	259
427662266993889280	1	95
520265722967375872	2	223
551082055883563008	1	4
715268937873760256	2	128
523098334421319680	2	257
693629498177253376	3	59
531659884430106624	1	175
524950339074523137	1	55
510916464631889920	1	52
550095745161134080	2	40
692946556396244992	3	3
524929497205055488	2	14
407217471473451008	2	28
692463948076093440	3	27
701975210044497921	2	94
524937542131793920	2	14
532275347413544961	1	109
407163499723624449	1	28
689236842454106113	3	2
525040767317082113	1	55
757450526153900032	2	146
532297096356167680	1	109
455525437351800832	0	100
513015596879867904	2	208
693240976970752004	3	27
524144369235140608	0	161
